유저명,티어,모드,승패,챔피언,포지션,Kill,Death,Assist,킬관여율,kda
턱돼지,Bronze 4,솔로랭크,WIN,Shyvana,jungle,12 , 0 , 4 ,73,6.00
턱돼지,Bronze 4,솔로랭크,RE,Shyvana,jungle,0 , 0 , 0,0%,0.00
턱돼지,Bronze 4,솔로랭크,WIN,Shyvana,jungle,14 , 8 , 24,69,4.75
턱돼지,Bronze 4,솔로랭크,WIN,Shyvana,jungle,16 , 7 , 9,60,3.57
턱돼지,Bronze 4,솔로랭크,LOSS,Shyvana,jungle,11 , 4 , 8,59,4.75
턱돼지,Bronze 4,솔로랭크,LOSS,Shyvana,jungle,4 , 4 , 1,71,1.25
턱돼지,Bronze 4,칼바람,LOSS,Brand,adc,6 , 12 , 19,50,2.08
턱돼지,Bronze 4,칼바람,LOSS,Xerath,top,2 , 6 , 10,71,2.00
턱돼지,Bronze 4,칼바람,WIN,Karthus,top,7 , 7 , 15,61,3.14
턱돼지,Bronze 4,솔로랭크,WIN,Shyvana,jungle,13 , 5 , 12,56,5.00
턱돼지,Bronze 4,칼바람,LOSS,Blitzcrank,adc,5 , 10 , 18,56,2.30
턱돼지,Bronze 4,칼바람,WIN,Teemo,top,7 , 13 , 9,29,1.23
턱돼지,Bronze 4,칼바람,WIN,Jhin,mid,10 , 5 , 15,51,5.00
턱돼지,Bronze 4,칼바람,WIN,Chogath,mid,7 , 7 , 17,57,3.43
턱돼지,Bronze 4,칼바람,LOSS,Aphelios,support,12 , 12 , 29,61,3.42
턱돼지,Bronze 4,솔로랭크,LOSS,Lillia,jungle,10 , 13 , 15,68,1.92
턱돼지,Bronze 4,칼바람,LOSS,Maokai,support,7 , 11 , 23,52,2.73
턱돼지,Bronze 4,칼바람,LOSS,Morgana,mid,6 , 7 , 5,52,1.57
턱돼지,Bronze 4,칼바람,LOSS,Maokai,adc,7 , 13 , 28,69,2.69
턱돼지,Bronze 4,칼바람,WIN,Blitzcrank,support,3 , 15 , 33,64,2.40
턱돼지,Bronze 4,칼바람,LOSS,MissFortune,mid,12 , 9 , 26,70,4.22
턱돼지,Bronze 4,칼바람,LOSS,Chogath,support,3 , 11 , 21,80,2.18
턱돼지,Bronze 4,칼바람,LOSS,Nidalee,jungle,1 , 7 , 15,57,2.29
턱돼지,Bronze 4,칼바람,WIN,Malzahar,jungle,8 , 10 , 9,33,1.70
턱돼지,Bronze 4,칼바람,LOSS,Xayah,adc,12 , 14 , 19,70,2.21
턱돼지,Bronze 4,칼바람,LOSS,Thresh,top,2 , 10 , 15,63,1.70
턱돼지,Bronze 4,칼바람,WIN,Nasus,jungle,12 , 9 , 20,62,3.56
턱돼지,Bronze 4,칼바람,LOSS,Chogath,top,14 , 17 , 20,55,2.00
턱돼지,Bronze 4,칼바람,WIN,Kaisa,top,12 , 5 , 15,71,5.40
턱돼지,Bronze 4,칼바람,WIN,Veigar,adc,4 , 6 , 20,48,4.00
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,top,5 , 3 , 4,36,3.00
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,top,7 , 2 , 9,48,8.00
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,top,5 , 2 , 11,50,8.00
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Aatrox,top,3 , 7 , 0,19,0.43
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Volibear,top,2 , 8 , 2,33,0.50
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Volibear,top,2 , 2 , 1,23,1.50
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Camille,top,6 , 7 , 6,46,1.71
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,top,4 , 1 , 11 ,56,5.00
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,top,5 , 0 , 8 ,43,3.00
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Camille,top,2 , 5 , 2,33,0.80
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Camille,top,4 , 1 , 1,25,5.00
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Camille,top,10 , 3 , 15,49,8.33
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Camille,top,0 , 5 , 2,29,0.40
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,support,3 , 6 , 21,65,4.00
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Camille,top,6 , 1 , 7 ,32,3.00
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Irelia,top,1 , 5 , 1,11,0.40
핑찍으면우물잠수,Platinum 1,칼바람,LOSS,Kalista,support,13 , 15 , 10,52,1.53
핑찍으면우물잠수,Platinum 1,칼바람,WIN,Galio,mid,4 , 7 , 29,75,4.71
핑찍으면우물잠수,Platinum 1,칼바람,LOSS,Viego,top,9 , 13 , 18,55,2.08
핑찍으면우물잠수,Platinum 1,칼바람,WIN,Karthus,top,6 , 15 , 27,69,2.20
핑찍으면우물잠수,Platinum 1,칼바람,WIN,Akali,jungle,5 , 9 , 8,41,1.44
핑찍으면우물잠수,Platinum 1,칼바람,WIN,Akali,support,19 , 10 , 24,81,4.30
핑찍으면우물잠수,Platinum 1,칼바람,WIN,Quinn,mid,8 , 7 , 18,67,3.71
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Camille,top,12 , 6 , 4,57,2.67
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Camille,top,13 , 2 , 5,45,9.00
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Camille,top,2 , 6 , 1,38,0.50
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Camille,top,10 , 0 , 2 ,55,2.00
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,top,6 , 6 , 14,44,3.33
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Camille,top,5 , 4 , 1,60,1.50
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Camille,top,20 , 3 , 11 ,72,0.33
Visual Jockey,Unranked,솔로랭크,LOSS,Zeri,adc,2 , 10 , 3,28,0.50
Visual Jockey,Unranked,솔로랭크,WIN,Zeri,adc,2 , 6 , 3,21,0.83
Visual Jockey,Unranked,솔로랭크,WIN,Zeri,adc,20 , 2 , 4 ,77,2.00
Visual Jockey,Unranked,칼바람,WIN,Akali,top,17 , 13 , 29,60,3.54
Visual Jockey,Unranked,칼바람,LOSS,Yone,adc,8 , 16 , 21,46,1.81
Visual Jockey,Unranked,칼바람,LOSS,Aphelios,adc,19 , 12 , 27,64,3.83
Visual Jockey,Unranked,칼바람,WIN,Aatrox,jungle,8 , 11 , 15,49,2.09
Visual Jockey,Unranked,솔로랭크,WIN,Zeri,adc,11 , 6 , 11,37,3.67
Visual Jockey,Unranked,솔로랭크,WIN,Zeri,adc,4 , 3 , 7,42,3.67
Visual Jockey,Unranked,솔로랭크,LOSS,Katarina,adc,12 , 11 , 10,48,2.00
Visual Jockey,Unranked,솔로랭크,LOSS,Akali,mid,5 , 7 , 5,63,1.43
Visual Jockey,Unranked,칼바람,WIN,Riven,top,6 , 13 , 12,32,1.38
Visual Jockey,Unranked,칼바람,LOSS,Ryze,mid,6 , 7 , 10,70,2.29
Visual Jockey,Unranked,칼바람,LOSS,Aphelios,jungle,10 , 9 , 12,63,2.44
Visual Jockey,Unranked,솔로랭크,WIN,Ezreal,adc,8 , 3 , 7,58,5.00
Visual Jockey,Unranked,솔로랭크,LOSS,Zeri,support,4 , 9 , 4,33,0.89
Visual Jockey,Unranked,칼바람,LOSS,Aphelios,mid,8 , 12 , 15,68,1.92
Visual Jockey,Unranked,칼바람,LOSS,MonkeyKing,top,14 , 10 , 15,78,2.90
Visual Jockey,Unranked,칼바람,LOSS,Syndra,jungle,16 , 10 , 10,90,2.60
Visual Jockey,Unranked,칼바람,LOSS,Yone,top,11 , 14 , 21,60,2.29
Visual Jockey,Unranked,칼바람,LOSS,Renekton,jungle,6 , 13 , 8,47,1.08
Visual Jockey,Unranked,칼바람,LOSS,Pyke,adc,12 , 9 , 15,79,3.00
Visual Jockey,Unranked,칼바람,WIN,Ryze,adc,18 , 9 , 22,78,4.44
Visual Jockey,Unranked,칼바람,LOSS,Xayah,adc,5 , 8 , 13,62,2.25
Visual Jockey,Unranked,칼바람,LOSS,Aphelios,top,7 , 11 , 11,60,1.64
Visual Jockey,Unranked,칼바람,LOSS,MissFortune,adc,11 , 15 , 17,65,1.87
Visual Jockey,Unranked,칼바람,WIN,Twitch,mid,2 , 8 , 23,61,3.13
Visual Jockey,Unranked,칼바람,WIN,Khazix,adc,18 , 15 , 18,59,2.40
Visual Jockey,Unranked,칼바람,WIN,Aatrox,top,7 , 7 , 14,58,3.00
Visual Jockey,Unranked,칼바람,LOSS,JarvanIV,top,10 , 15 , 31,76,2.73
이원일,Platinum 4,자유랭크,WIN,Vayne,adc,27 , 5 , 6,87,6.60
이원일,Platinum 4,칼바람,LOSS,Shyvana,jungle,12 , 12 , 11,43,1.92
이원일,Platinum 4,자유랭크,WIN,MissFortune,adc,8 , 3 , 12,87,6.67
이원일,Platinum 4,칼바람,LOSS,Annie,mid,6 , 17 , 27,62,1.94
이원일,Platinum 4,칼바람,LOSS,Nunu,mid,2 , 12 , 26,76,2.33
이원일,Platinum 4,자유랭크,WIN,Garen,top,4 , 0 , 9 ,34,3.00
이원일,Platinum 4,자유랭크,WIN,Garen,top,2 , 2 , 6,26,4.00
이원일,Platinum 4,자유랭크,LOSS,Diana,jungle,1 , 8 , 6,70,0.88
이원일,Platinum 4,자유랭크,LOSS,Ezreal,adc,2 , 7 , 2,57,0.57
이원일,Platinum 4,자유랭크,LOSS,Akali,top,1 , 3 , 2,50,1.00
이원일,Platinum 4,자유랭크,WIN,MonkeyKing,jungle,8 , 2 , 7,48,7.50
이원일,Platinum 4,자유랭크,WIN,Jax,top,1 , 6 , 4,17,0.83
이원일,Platinum 4,자유랭크,LOSS,Mordekaiser,top,2 , 4 , 1,33,0.75
이원일,Platinum 4,자유랭크,LOSS,Garen,top,2 , 8 , 2,19,0.50
이원일,Platinum 4,자유랭크,WIN,Vayne,adc,15 , 6 , 8,68,3.83
이원일,Platinum 4,자유랭크,LOSS,Ezreal,adc,10 , 6 , 4,56,2.33
이원일,Platinum 4,자유랭크,LOSS,Ezreal,adc,2 , 2 , 0,33,1.00
이원일,Platinum 4,칼바람,LOSS,Akshan,mid,19 , 12 , 17,60,3.00
이원일,Platinum 4,칼바람,LOSS,KogMaw,jungle,6 , 7 , 23,83,4.14
이원일,Platinum 4,칼바람,LOSS,Kayle,support,9 , 18 , 35,62,2.44
이원일,Platinum 4,칼바람,LOSS,Mordekaiser,adc,3 , 11 , 12,83,1.36
이원일,Platinum 4,칼바람,WIN,Garen,jungle,10 , 8 , 18,61,3.50
이원일,Platinum 4,칼바람,WIN,KogMaw,jungle,14 , 11 , 20,72,3.09
이원일,Platinum 4,자유랭크,WIN,Ezreal,adc,5 , 3 , 6,61,3.67
이원일,Platinum 4,자유랭크,LOSS,Garen,top,5 , 6 , 0,36,0.83
이원일,Platinum 4,자유랭크,LOSS,Lillia,jungle,5 , 4 , 7,63,3.00
이원일,Platinum 4,자유랭크,WIN,Graves,jungle,2 , 3 , 5,33,2.33
이원일,Platinum 4,자유랭크,WIN,Jax,top,4 , 9 , 6,36,1.11
이원일,Platinum 4,자유랭크,LOSS,Shyvana,jungle,0 , 0 , 1,8%,1.00
이원일,Platinum 4,기타,WIN,Ezreal,adc,6 , 2 , 6,44,6.00
mvp맨,Gold 4,솔로랭크,LOSS,Vi,jungle,13 , 5 , 10,70,4.60
mvp맨,Gold 4,솔로랭크,LOSS,Sejuani,jungle,5 , 4 , 10,63,3.75
mvp맨,Gold 4,솔로랭크,WIN,Sejuani,jungle,7 , 1 , 12 ,58,9.00
mvp맨,Gold 4,솔로랭크,LOSS,Hecarim,jungle,1 , 6 , 3,57,0.67
mvp맨,Gold 4,솔로랭크,WIN,Hecarim,jungle,6 , 5 , 6,32,2.40
mvp맨,Gold 4,솔로랭크,LOSS,Sejuani,jungle,2 , 8 , 13,52,1.88
mvp맨,Gold 4,솔로랭크,WIN,Sejuani,jungle,2 , 8 , 22,75,3.00
mvp맨,Gold 4,솔로랭크,LOSS,Sejuani,jungle,11 , 8 , 13,73,3.00
mvp맨,Gold 4,솔로랭크,WIN,Sejuani,jungle,5 , 3 , 14,51,6.33
mvp맨,Gold 4,솔로랭크,WIN,Hecarim,jungle,5 , 4 , 13,58,4.50
mvp맨,Gold 4,솔로랭크,WIN,Lucian,adc,16 , 5 , 5,51,4.20
mvp맨,Gold 4,솔로랭크,LOSS,Udyr,jungle,6 , 6 , 16,63,3.67
mvp맨,Gold 4,솔로랭크,LOSS,Zac,jungle,2 , 3 , 1,38,1.00
mvp맨,Gold 4,솔로랭크,WIN,Zac,jungle,4 , 7 , 11,47,2.14
mvp맨,Gold 4,솔로랭크,LOSS,Zac,jungle,6 , 3 , 4,63,3.33
mvp맨,Gold 4,솔로랭크,LOSS,Zac,jungle,4 , 6 , 8,67,2.00
mvp맨,Gold 4,솔로랭크,LOSS,Senna,support,2 , 4 , 1,50,0.75
mvp맨,Gold 4,URF,LOSS,Xayah,adc,8 , 6 , 6,45,2.33
mvp맨,Gold 4,URF,LOSS,XinZhao,support,2 , 5 , 3,50,1.00
mvp맨,Gold 4,자유랭크,WIN,Graves,jungle,2 , 0 , 8 ,42,0.00
mvp맨,Gold 4,솔로랭크,WIN,Zac,jungle,11 , 2 , 18 ,64,4.50
mvp맨,Gold 4,자유랭크,WIN,Ashe,adc,5 , 4 , 13,62,4.50
mvp맨,Gold 4,솔로랭크,WIN,Zac,jungle,5 , 6 , 15,49,3.33
mvp맨,Gold 4,솔로랭크,WIN,Zac,jungle,5 , 5 , 19,62,4.80
mvp맨,Gold 4,솔로랭크,LOSS,Zac,jungle,3 , 7 , 13,67,2.29
mvp맨,Gold 4,솔로랭크,WIN,Zac,jungle,6 , 1 , 22 ,78,8.00
mvp맨,Gold 4,솔로랭크,LOSS,Jinx,adc,3 , 5 , 3,38,1.20
mvp맨,Gold 4,솔로랭크,WIN,Jinx,adc,3 , 1 , 7 ,43,0.00
mvp맨,Gold 4,솔로랭크,LOSS,Sett,top,1 , 5 , 0,10,0.20
mvp맨,Gold 4,솔로랭크,WIN,Vayne,top,9 , 5 , 4,35,2.60
갱스터는살아있다,Unranked,일반,LOSS,Tristana,adc,6 , 9 , 9,52,1.67
갱스터는살아있다,Unranked,일반,LOSS,Yasuo,top,4 , 4 , 3,50,1.75
갱스터는살아있다,Unranked,일반,WIN,Ezreal,adc,18 , 5 , 10,67,5.60
갱스터는살아있다,Unranked,일반,WIN,Zeri,top,13 , 2 , 7 ,69,0.00
갱스터는살아있다,Unranked,일반,WIN,Ezreal,adc,14 , 8 , 11,48,3.13
갱스터는살아있다,Unranked,일반,WIN,Tristana,adc,4 , 4 , 7,69,2.75
갱스터는살아있다,Unranked,일반,LOSS,Zeri,adc,10 , 4 , 0,59,2.50
갱스터는살아있다,Unranked,일반,WIN,Zeri,adc,7 , 1 , 4 ,38,1.00
갱스터는살아있다,Unranked,일반,WIN,Ezreal,adc,7 , 2 , 5,50,6.00
갱스터는살아있다,Unranked,일반,LOSS,Trundle,jungle,2 , 1 , 3,31,5.00
갱스터는살아있다,Unranked,일반,WIN,Lucian,adc,3 , 3 , 1,27,1.33
갱스터는살아있다,Unranked,일반,WIN,Tristana,adc,10 , 5 , 17,53,5.40
갱스터는살아있다,Unranked,일반,LOSS,Yasuo,adc,4 , 4 , 5,41,2.25
갱스터는살아있다,Unranked,일반,WIN,Ezreal,adc,9 , 2 , 15 ,55,2.00
갱스터는살아있다,Unranked,일반,LOSS,Graves,top,8 , 4 , 1,26,2.25
갱스터는살아있다,Unranked,일반,WIN,Tristana,adc,23 , 5 , 13,78,7.20
갱스터는살아있다,Unranked,일반,WIN,MissFortune,adc,15 , 4 , 8,52,5.75
갱스터는살아있다,Unranked,일반,WIN,Lucian,adc,13 , 0 , 1 ,67,4.00
갱스터는살아있다,Unranked,일반,WIN,Ezreal,adc,2 , 1 , 2,27,4.00
갱스터는살아있다,Unranked,칼바람,LOSS,Syndra,top,11 , 7 , 13,69,3.43
갱스터는살아있다,Unranked,칼바람,LOSS,Lux,adc,4 , 5 , 7,10,2.20
갱스터는살아있다,Unranked,일반,LOSS,Graves,adc,4 , 2 , 3,70,3.50
갱스터는살아있다,Unranked,일반,LOSS,Graves,jungle,6 , 9 , 5,79,1.22
갱스터는살아있다,Unranked,일반,LOSS,Tristana,adc,17 , 15 , 10,63,1.80
갱스터는살아있다,Unranked,일반,WIN,Ezreal,adc,11 , 4 , 13,56,6.00
갱스터는살아있다,Unranked,칼바람,LOSS,TwistedFate,adc,9 , 12 , 19,68,2.33
갱스터는살아있다,Unranked,칼바람,LOSS,Janna,top,7 , 9 , 21,90,3.11
갱스터는살아있다,Unranked,칼바람,LOSS,Ahri,top,7 , 5 , 21,90,5.60
갱스터는살아있다,Unranked,일반,WIN,Lucian,mid,7 , 3 , 8,52,5.00
갱스터는살아있다,Unranked,일반,LOSS,Tristana,adc,10 , 5 , 2,63,2.40
유하님,Unranked,칼바람,LOSS,Zilean,mid,7 , 3 , 36 ,81,4.33
유하님,Unranked,칼바람,WIN,Janna,adc,1 , 7 , 50,86,7.29
유하님,Unranked,칼바람,WIN,Neeko,support,4 , 1 , 7 ,73,1.00
유하님,Unranked,칼바람,LOSS,Rumble,mid,17 , 8 , 15,71,4.00
유하님,Unranked,칼바람,WIN,Nami,mid,5 , 5 , 53 ,85,1.60
유하님,Unranked,칼바람,WIN,Varus,mid,7 , 2 , 13 ,83,0.00
유하님,Unranked,칼바람,LOSS,Ziggs,mid,3 , 6 , 9,67,2.00
유하님,Unranked,칼바람,WIN,Ryze,mid,12 , 5 , 22,79,6.80
유하님,Unranked,칼바람,LOSS,Vladimir,mid,10 , 11 , 17,64,2.45
유하님,Unranked,칼바람,LOSS,Gragas,adc,6 , 3 , 7,62,4.33
유하님,Unranked,칼바람,WIN,Rumble,mid,15 , 3 , 11,81,8.67
유하님,Unranked,칼바람,WIN,TwistedFate,mid,11 , 8 , 27,73,4.75
유하님,Unranked,칼바람,WIN,Lux,jungle,8 , 4 , 18,87,6.50
유하님,Unranked,칼바람,LOSS,Orianna,mid,6 , 5 , 20,90,5.20
유하님,Unranked,칼바람,WIN,Varus,top,18 , 6 , 21,78,6.50
유하님,Unranked,칼바람,LOSS,Leblanc,support,15 , 10 , 20,66,3.50
유하님,Unranked,칼바람,LOSS,TwistedFate,adc,3 , 8 , 9,55,1.50
유하님,Unranked,칼바람,WIN,Malzahar,jungle,15 , 4 , 19,79,8.50
유하님,Unranked,칼바람,LOSS,Lulu,jungle,2 , 6 , 23,78,4.17
유하님,Unranked,칼바람,LOSS,Karma,support,4 , 4 , 13,74,4.25
유하님,Unranked,칼바람,LOSS,Gragas,top,8 , 10 , 24,56,3.20
유하님,Unranked,칼바람,WIN,Orianna,adc,9 , 4 , 25,81,8.50
유하님,Unranked,칼바람,LOSS,Orianna,jungle,6 , 10 , 26,73,3.20
유하님,Unranked,칼바람,WIN,Gangplank,adc,20 , 4 , 21 ,85,0.25
유하님,Unranked,칼바람,LOSS,Soraka,top,3 , 7 , 24,69,3.86
유하님,Unranked,칼바람,WIN,Syndra,mid,15 , 8 , 26,77,5.13
유하님,Unranked,칼바람,LOSS,Sona,support,6 , 9 , 41,92,5.22
유하님,Unranked,칼바람,LOSS,Gragas,adc,6 , 6 , 15,70,3.50
유하님,Unranked,칼바람,LOSS,Caitlyn,support,10 , 6 , 8,69,3.00
유하님,Unranked,칼바람,WIN,Senna,mid,2 , 3 , 39 ,91,3.67
변태싸이코똘아이,Silver 4,솔로랭크,WIN,MasterYi,jungle,9 , 4 , 6,48,3.75
변태싸이코똘아이,Silver 4,솔로랭크,WIN,Darius,top,9 , 0 , 6 ,56,5.00
변태싸이코똘아이,Silver 4,칼바람,WIN,Zilean,jungle,3 , 8 , 17,48,2.50
변태싸이코똘아이,Silver 4,칼바람,LOSS,Caitlyn,mid,14 , 12 , 33,72,3.92
변태싸이코똘아이,Silver 4,솔로랭크,WIN,Nasus,top,7 , 2 , 7,50,7.00
변태싸이코똘아이,Silver 4,솔로랭크,LOSS,Swain,top,2 , 4 , 2,33,1.00
변태싸이코똘아이,Silver 4,솔로랭크,WIN,Swain,top,5 , 3 , 5,32,3.33
변태싸이코똘아이,Silver 4,칼바람,WIN,TwistedFate,mid,10 , 13 , 30,53,3.08
변태싸이코똘아이,Silver 4,칼바람,WIN,Lucian,mid,14 , 6 , 11,56,4.17
변태싸이코똘아이,Silver 4,칼바람,WIN,Thresh,jungle,4 , 6 , 30,62,5.67
변태싸이코똘아이,Silver 4,칼바람,WIN,JarvanIV,mid,20 , 13 , 24,77,3.38
변태싸이코똘아이,Silver 4,칼바람,WIN,Rammus,mid,2 , 9 , 29,74,3.44
변태싸이코똘아이,Silver 4,칼바람,LOSS,MissFortune,adc,9 , 10 , 36,76,4.50
변태싸이코똘아이,Silver 4,칼바람,WIN,Twitch,jungle,15 , 9 , 22,73,4.11
변태싸이코똘아이,Silver 4,칼바람,WIN,Yasuo,support,6 , 13 , 17,56,1.77
변태싸이코똘아이,Silver 4,자유랭크,LOSS,Darius,top,5 , 2 , 1,35,3.00
변태싸이코똘아이,Silver 4,칼바람,LOSS,Yuumi,top,1 , 2 , 12,72,6.50
변태싸이코똘아이,Silver 4,자유랭크,LOSS,Evelynn,jungle,7 , 5 , 5,55,2.40
변태싸이코똘아이,Silver 4,자유랭크,WIN,Swain,top,8 , 9 , 21,45,3.22
변태싸이코똘아이,Silver 4,칼바람,LOSS,Morgana,adc,8 , 8 , 18,67,3.25
변태싸이코똘아이,Silver 4,칼바람,WIN,Lucian,support,6 , 5 , 9,50,3.00
변태싸이코똘아이,Silver 4,칼바람,WIN,Khazix,support,13 , 7 , 14,59,3.86
변태싸이코똘아이,Silver 4,칼바람,WIN,Aatrox,jungle,4 , 6 , 18,58,3.67
변태싸이코똘아이,Silver 4,칼바람,WIN,MonkeyKing,mid,9 , 12 , 23,43,2.67
변태싸이코똘아이,Silver 4,칼바람,LOSS,Yuumi,mid,2 , 6 , 20,81,3.67
변태싸이코똘아이,Silver 4,칼바람,LOSS,Jinx,support,6 , 10 , 11,49,1.70
변태싸이코똘아이,Silver 4,칼바람,WIN,Karthus,support,20 , 20 , 42,90,3.10
변태싸이코똘아이,Silver 4,칼바람,WIN,Swain,adc,18 , 14 , 32,66,3.57
변태싸이코똘아이,Silver 4,칼바람,LOSS,Sett,jungle,3 , 8 , 16,56,2.38
변태싸이코똘아이,Silver 4,칼바람,WIN,Leblanc,adc,2 , 5 , 19,60,4.20
4Cushion,Unranked,일반,LOSS,Shaco,jungle,12 , 7 , 9,46,3.00
4Cushion,Unranked,일반,LOSS,Shaco,jungle,4 , 11 , 7,48,1.00
4Cushion,Unranked,일반,LOSS,Illaoi,top,1 , 4 , 1,10,0.50
4Cushion,Unranked,칼바람,LOSS,Pantheon,mid,9 , 12 , 16,54,2.08
4Cushion,Unranked,칼바람,LOSS,Twitch,mid,9 , 8 , 23,64,4.00
4Cushion,Unranked,일반,LOSS,Shaco,jungle,5 , 2 , 1,67,3.00
4Cushion,Unranked,일반,LOSS,Shaco,jungle,4 , 9 , 7,41,1.22
4Cushion,Unranked,일반,WIN,Shaco,top,0 , 2 , 4,20,2.00
4Cushion,Unranked,칼바람,WIN,Pantheon,top,12 , 10 , 24,55,3.60
4Cushion,Unranked,칼바람,WIN,Brand,support,12 , 9 , 37,78,5.44
4Cushion,Unranked,솔로랭크,LOSS,Shaco,jungle,7 , 7 , 7,45,2.00
4Cushion,Unranked,솔로랭크,LOSS,Malphite,jungle,1 , 2 , 4,38,2.50
4Cushion,Unranked,솔로랭크,LOSS,Shaco,jungle,3 , 6 , 2,22,0.83
4Cushion,Unranked,솔로랭크,LOSS,Shaco,jungle,4 , 8 , 5,56,1.13
4Cushion,Unranked,솔로랭크,WIN,Shaco,jungle,9 , 7 , 13,52,3.14
4Cushion,Unranked,솔로랭크,LOSS,Pantheon,jungle,8 , 7 , 1,50,1.29
4Cushion,Unranked,솔로랭크,WIN,Gragas,jungle,7 , 4 , 14,46,5.25
4Cushion,Unranked,솔로랭크,WIN,Shaco,jungle,4 , 3 , 7,34,3.67
4Cushion,Unranked,솔로랭크,WIN,Shaco,jungle,5 , 4 , 12,53,4.25
4Cushion,Unranked,솔로랭크,LOSS,Shaco,jungle,11 , 8 , 7,62,2.25
4Cushion,Unranked,솔로랭크,LOSS,Shaco,jungle,9 , 8 , 4,37,1.63
4Cushion,Unranked,솔로랭크,LOSS,Shaco,jungle,10 , 9 , 4,58,1.56
4Cushion,Unranked,솔로랭크,WIN,Shaco,jungle,2 , 1 , 5,23,7.00
4Cushion,Unranked,솔로랭크,WIN,Shaco,jungle,6 , 5 , 3,29,1.80
4Cushion,Unranked,솔로랭크,WIN,Shaco,jungle,12 , 2 , 8 ,45,0.00
4Cushion,Unranked,솔로랭크,LOSS,Malphite,jungle,2 , 3 , 1,30,1.00
4Cushion,Unranked,일반,WIN,Malphite,top,2 , 1 , 5,19,7.00
4Cushion,Unranked,칼바람,WIN,Jayce,jungle,8 , 7 , 31,75,5.57
4Cushion,Unranked,칼바람,WIN,Shaco,support,22 , 12 , 13,59,2.92
4Cushion,Unranked,칼바람,LOSS,Zyra,jungle,1 , 3 , 9,53,3.33
stanley randolph,Platinum 2,솔로랭크,LOSS,Nidalee,jungle,5 , 5 , 18,85,4.60
stanley randolph,Platinum 2,솔로랭크,WIN,Graves,jungle,14 , 0 , 7 ,55,1.00
stanley randolph,Platinum 2,솔로랭크,WIN,MonkeyKing,jungle,6 , 1 , 7 ,48,3.00
stanley randolph,Platinum 2,솔로랭크,WIN,Amumu,jungle,8 , 4 , 17,74,6.25
stanley randolph,Platinum 2,솔로랭크,LOSS,Galio,mid,4 , 5 , 2,46,1.20
stanley randolph,Platinum 2,솔로랭크,LOSS,Graves,jungle,5 , 8 , 4,50,1.13
stanley randolph,Platinum 2,솔로랭크,WIN,Azir,mid,5 , 7 , 8,39,1.86
stanley randolph,Platinum 2,솔로랭크,LOSS,Sylas,mid,3 , 10 , 3,30,0.60
stanley randolph,Platinum 2,솔로랭크,WIN,Viktor,mid,9 , 3 , 10,66,6.33
stanley randolph,Platinum 2,솔로랭크,LOSS,XinZhao,jungle,7 , 6 , 10,61,2.83
stanley randolph,Platinum 2,솔로랭크,WIN,Graves,jungle,11 , 0 , 2 ,65,3.00
stanley randolph,Platinum 2,솔로랭크,WIN,XinZhao,jungle,7 , 5 , 11,62,3.60
stanley randolph,Platinum 2,솔로랭크,LOSS,Viego,jungle,4 , 7 , 7,44,1.57
stanley randolph,Platinum 2,솔로랭크,WIN,MonkeyKing,jungle,14 , 2 , 5,51,9.50
stanley randolph,Platinum 2,솔로랭크,LOSS,LeeSin,jungle,1 , 5 , 5,30,1.20
stanley randolph,Platinum 2,솔로랭크,WIN,Viego,jungle,9 , 2 , 7,70,8.00
stanley randolph,Platinum 2,솔로랭크,WIN,Graves,jungle,8 , 1 , 4 ,57,2.00
stanley randolph,Platinum 2,솔로랭크,WIN,Kindred,jungle,12 , 1 , 10 ,52,2.00
stanley randolph,Platinum 2,솔로랭크,WIN,Graves,jungle,9 , 1 , 7 ,59,6.00
stanley randolph,Platinum 2,솔로랭크,LOSS,LeeSin,jungle,3 , 7 , 8,52,1.57
stanley randolph,Platinum 2,솔로랭크,LOSS,Graves,jungle,0 , 0 , 1,33,1.00
