name,tier,mode,W/L,Champion,Position,Kill,Death,Assist,kill participant,kda,kill participance
그녀에게 가는 날,Platinum 3,솔로랭크,LOSS,Yone,mid,4,4,3,37,1.75,37
그녀에게 가는 날,Platinum 3,솔로랭크,LOSS,Yasuo,mid,4,6,5,29,1.5,29
그녀에게 가는 날,Platinum 3,칼바람,LOSS,Akali,support,14,8,11,83,3.13,83
그녀에게 가는 날,Platinum 3,칼바람,WIN,LeeSin,top,7,3,12,51,6.33,51
그녀에게 가는 날,Platinum 3,칼바람,WIN,Irelia,adc,7,9,11,44,2.0,44
그녀에게 가는 날,Platinum 3,칼바람,WIN,Graves,support,12,4,16,64,7.0,64
그녀에게 가는 날,Platinum 3,솔로랭크,WIN,Blitzcrank,support,3,9,23,54,2.89,54
그녀에게 가는 날,Platinum 3,칼바람,WIN,MasterYi,top,24,10,17,72,4.1,72
그녀에게 가는 날,Platinum 3,칼바람,WIN,MissFortune,jungle,6,4,23,78,7.25,78
그녀에게 가는 날,Platinum 3,칼바람,WIN,Jinx,mid,12,9,17,73,3.22,73
그녀에게 가는 날,Platinum 3,칼바람,LOSS,Akali,adc,4,10,16,57,2.0,57
그녀에게 가는 날,Platinum 3,칼바람,LOSS,Kaisa,adc,13,8,6,73,2.38,73
그녀에게 가는 날,Platinum 3,칼바람,WIN,Lux,adc,5,2,32,86,8.5,86
그녀에게 가는 날,Platinum 3,칼바람,LOSS,Irelia,top,8,8,6,93,1.75,93
그녀에게 가는 날,Platinum 3,칼바람,WIN,Kaisa,jungle,17,10,12,76,2.9,76
그녀에게 가는 날,Platinum 3,칼바람,WIN,Jhin,top,12,7,21,57,4.71,57
그녀에게 가는 날,Platinum 3,칼바람,LOSS,Twitch,support,8,17,19,52,1.59,52
그녀에게 가는 날,Platinum 3,칼바람,WIN,Lux,top,12,11,25,71,3.36,71
그녀에게 가는 날,Platinum 3,칼바람,LOSS,XinZhao,top,7,16,29,57,2.25,57
그녀에게 가는 날,Platinum 3,칼바람,LOSS,Vayne,support,4,10,13,43,1.7,43
그녀에게 가는 날,Platinum 3,칼바람,WIN,Yasuo,top,17,7,11,64,4.0,64
그녀에게 가는 날,Platinum 3,칼바람,WIN,Samira,jungle,16,5,5,57,4.2,57
그녀에게 가는 날,Platinum 3,칼바람,WIN,Irelia,jungle,26,9,10,80,4.0,80
그녀에게 가는 날,Platinum 3,칼바람,WIN,JarvanIV,support,9,11,26,76,3.18,76
그녀에게 가는 날,Platinum 3,솔로랭크,LOSS,Yone,mid,0,1,0,0,0.0,0
그녀에게 가는 날,Platinum 3,솔로랭크,WIN,Irelia,mid,9,3,6,60,5.0,60
그녀에게 가는 날,Platinum 3,솔로랭크,WIN,Yasuo,mid,17,3,6,49,7.67,49
그녀에게 가는 날,Platinum 3,솔로랭크,WIN,Irelia,top,5,6,6,39,1.83,39
그녀에게 가는 날,Platinum 3,솔로랭크,WIN,Yone,mid,4,3,3,20,2.33,20
R            nnm,Unranked,일반,WIN,Kayn,jungle,8,0,7,56,5.0,56
R            nnm,Unranked,일반,WIN,Diana,mid,8,5,12,41,4.0,41
R            nnm,Unranked,일반,LOSS,Diana,mid,4,5,2,60,1.2,60
R            nnm,Unranked,일반,LOSS,Diana,mid,1,0,2,43,3.0,43
R            nnm,Unranked,일반,LOSS,Diana,mid,11,5,7,55,3.6,55
R            nnm,Unranked,일반,WIN,Diana,mid,11,4,10,53,5.25,53
R            nnm,Unranked,일반,LOSS,Diana,mid,5,4,3,62,2.0,62
R            nnm,Unranked,일반,LOSS,Diana,mid,2,7,2,44,0.57,44
R            nnm,Unranked,일반,WIN,Jinx,adc,7,4,12,44,4.75,44
R            nnm,Unranked,일반,LOSS,Morgana,support,5,4,15,51,5.0,51
R            nnm,Unranked,일반,LOSS,Morgana,adc,9,7,8,94,2.43,94
R            nnm,Unranked,일반,WIN,Morgana,adc,5,5,16,51,4.2,51
R            nnm,Unranked,일반,WIN,Jinx,adc,15,3,7,56,7.33,56
R            nnm,Unranked,일반,LOSS,Jinx,adc,3,6,7,56,1.67,56
R            nnm,Unranked,일반,LOSS,Jinx,mid,0,7,1,10,0.14,10
R            nnm,Unranked,일반,WIN,Fiora,top,6,7,1,18,1.0,18
R            nnm,Unranked,일반,WIN,Diana,mid,10,1,2,40,2.0,40
R            nnm,Unranked,일반,LOSS,Kayn,jungle,10,3,5,83,5.0,83
R            nnm,Unranked,일반,WIN,Diana,mid,19,2,8,53,3.5,53
R            nnm,Unranked,칼바람,LOSS,Yone,adc,7,18,11,42,1.0,42
R            nnm,Unranked,칼바람,LOSS,Leona,support,5,7,17,52,3.14,52
R            nnm,Unranked,칼바람,LOSS,Lux,mid,18,8,31,74,6.13,74
R            nnm,Unranked,일반,LOSS,Diana,mid,10,6,4,50,2.33,50
R            nnm,Unranked,일반,LOSS,Morgana,support,11,9,7,72,2.0,72
R            nnm,Unranked,일반,LOSS,Diana,mid,6,3,3,36,3.0,36
R            nnm,Unranked,일반,LOSS,Diana,mid,4,3,0,33,1.33,33
R            nnm,Unranked,칼바람,LOSS,Lulu,mid,0,3,8,32,2.67,32
R            nnm,Unranked,일반,WIN,Diana,mid,7,4,8,37,3.75,37
R            nnm,Unranked,일반,WIN,Elise,jungle,15,0,8,47,3.0,47
R            nnm,Unranked,일반,WIN,Diana,mid,14,3,5,54,6.33,54
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,top,5,3,4,36,3.0,36
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,top,7,2,9,48,8.0,48
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,top,5,2,11,50,8.0,50
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Aatrox,top,3,7,0,19,0.43,19
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Volibear,top,2,8,2,33,0.5,33
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Volibear,top,2,2,1,23,1.5,23
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Camille,top,6,7,6,46,1.71,46
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,top,4,1,11,56,5.0,56
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,top,5,0,8,43,3.0,43
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Camille,top,2,5,2,33,0.8,33
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Camille,top,4,1,1,25,5.0,25
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Camille,top,10,3,15,49,8.33,49
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Camille,top,0,5,2,29,0.4,29
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,support,3,6,21,65,4.0,65
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Camille,top,6,1,7,32,3.0,32
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Irelia,top,1,5,1,11,0.4,11
핑찍으면우물잠수,Platinum 1,칼바람,LOSS,Kalista,support,13,15,10,52,1.53,52
핑찍으면우물잠수,Platinum 1,칼바람,WIN,Galio,mid,4,7,29,75,4.71,75
핑찍으면우물잠수,Platinum 1,칼바람,LOSS,Viego,top,9,13,18,55,2.08,55
핑찍으면우물잠수,Platinum 1,칼바람,WIN,Karthus,top,6,15,27,69,2.2,69
핑찍으면우물잠수,Platinum 1,칼바람,WIN,Akali,jungle,5,9,8,41,1.44,41
핑찍으면우물잠수,Platinum 1,칼바람,WIN,Akali,support,19,10,24,81,4.3,81
핑찍으면우물잠수,Platinum 1,칼바람,WIN,Quinn,mid,8,7,18,67,3.71,67
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Camille,top,12,6,4,57,2.67,57
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Camille,top,13,2,5,45,9.0,45
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Camille,top,2,6,1,38,0.5,38
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Camille,top,10,0,2,55,2.0,55
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Aatrox,top,6,6,14,44,3.33,44
핑찍으면우물잠수,Platinum 1,솔로랭크,LOSS,Camille,top,5,4,1,60,1.5,60
핑찍으면우물잠수,Platinum 1,솔로랭크,WIN,Camille,top,20,3,11,72,0.33,72
너희는저능아다,Silver 2,솔로랭크,LOSS,Leblanc,mid,1,2,1,20,1.0,20
너희는저능아다,Silver 2,솔로랭크,WIN,Ekko,mid,3,5,1,14,0.8,14
너희는저능아다,Silver 2,솔로랭크,WIN,Vladimir,mid,6,7,8,40,2.0,40
너희는저능아다,Silver 2,솔로랭크,LOSS,Kassadin,mid,3,6,4,41,1.17,41
너희는저능아다,Silver 2,솔로랭크,WIN,Karthus,mid,10,4,5,37,3.75,37
너희는저능아다,Silver 2,솔로랭크,WIN,Rumble,mid,7,3,9,40,5.33,40
너희는저능아다,Silver 2,솔로랭크,LOSS,Leblanc,mid,4,7,10,38,2.0,38
너희는저능아다,Silver 2,솔로랭크,LOSS,Leblanc,mid,5,6,8,65,2.17,65
너희는저능아다,Silver 2,솔로랭크,WIN,Amumu,support,5,8,11,41,2.0,41
너희는저능아다,Silver 2,솔로랭크,WIN,Vex,mid,10,2,5,52,7.5,52
너희는저능아다,Silver 2,솔로랭크,WIN,Fizz,mid,4,9,4,16,0.89,16
너희는저능아다,Silver 2,솔로랭크,WIN,Kassadin,mid,8,1,5,52,3.0,52
너희는저능아다,Silver 2,솔로랭크,LOSS,Karthus,mid,10,14,12,52,1.57,52
너희는저능아다,Silver 2,솔로랭크,LOSS,Vex,mid,9,12,7,55,1.33,55
너희는저능아다,Silver 2,솔로랭크,LOSS,Yasuo,mid,6,9,10,36,1.78,36
너희는저능아다,Silver 2,솔로랭크,WIN,Jayce,mid,11,5,9,59,4.0,59
너희는저능아다,Silver 2,솔로랭크,LOSS,Kassadin,mid,5,6,2,33,1.17,33
너희는저능아다,Silver 2,솔로랭크,WIN,Yasuo,mid,1,6,2,9,0.5,9
너희는저능아다,Silver 2,솔로랭크,WIN,Kassadin,mid,15,2,7,61,1.0,61
너희는저능아다,Silver 2,솔로랭크,WIN,Neeko,mid,6,2,2,21,4.0,21
너희는저능아다,Silver 2,솔로랭크,WIN,Vex,mid,4,3,4,50,2.67,50
너희는저능아다,Silver 2,솔로랭크,WIN,Kassadin,mid,12,3,7,48,6.33,48
너희는저능아다,Silver 2,솔로랭크,LOSS,Akshan,mid,7,15,4,37,0.73,37
너희는저능아다,Silver 2,솔로랭크,WIN,Viktor,mid,6,2,3,27,4.5,27
너희는저능아다,Silver 2,솔로랭크,LOSS,Zed,mid,12,9,0,60,1.33,60
너희는저능아다,Silver 2,솔로랭크,WIN,Sylas,mid,14,8,8,54,2.75,54
너희는저능아다,Silver 2,솔로랭크,LOSS,Kassadin,mid,5,2,2,64,3.5,64
너희는저능아다,Silver 2,솔로랭크,LOSS,Zed,mid,3,9,2,29,0.56,29
너희는저능아다,Silver 2,솔로랭크,WIN,Leblanc,mid,8,13,6,27,1.08,27
너희는저능아다,Silver 2,솔로랭크,WIN,Kassadin,mid,8,5,2,38,2.0,38
보이면뒤져요,Bronze 2,솔로랭크,LOSS,MonkeyKing,jungle,0,13,2,25,0.15,25
보이면뒤져요,Bronze 2,솔로랭크,WIN,MonkeyKing,jungle,9,2,3,60,6.0,60
보이면뒤져요,Bronze 2,솔로랭크,LOSS,Rammus,jungle,1,2,1,25,1.0,25
보이면뒤져요,Bronze 2,솔로랭크,WIN,Vi,jungle,10,3,12,58,7.33,58
보이면뒤져요,Bronze 2,솔로랭크,LOSS,Vi,jungle,4,10,7,61,1.1,61
보이면뒤져요,Bronze 2,솔로랭크,LOSS,Vi,jungle,1,3,2,23,1.0,23
보이면뒤져요,Bronze 2,솔로랭크,LOSS,Rammus,jungle,10,6,6,62,2.67,62
보이면뒤져요,Bronze 2,솔로랭크,LOSS,Graves,jungle,4,5,2,38,1.2,38
보이면뒤져요,Bronze 2,솔로랭크,WIN,Volibear,jungle,6,7,17,52,3.29,52
보이면뒤져요,Bronze 2,솔로랭크,WIN,Volibear,jungle,7,4,7,35,3.5,35
보이면뒤져요,Bronze 2,URF,LOSS,Fiora,top,4,10,4,33,0.8,33
보이면뒤져요,Bronze 2,URF,WIN,Volibear,support,13,7,5,47,2.57,47
보이면뒤져요,Bronze 2,URF,LOSS,Nasus,jungle,6,6,1,21,1.17,21
보이면뒤져요,Bronze 2,솔로랭크,LOSS,Zac,jungle,5,6,19,49,4.0,49
보이면뒤져요,Bronze 2,솔로랭크,WIN,Bard,support,3,5,11,56,2.8,56
보이면뒤져요,Bronze 2,URF,WIN,Urgot,jungle,7,10,11,45,1.8,45
보이면뒤져요,Bronze 2,URF,LOSS,JarvanIV,top,6,3,3,47,3.0,47
보이면뒤져요,Bronze 2,URF,LOSS,Mordekaiser,support,3,8,3,29,0.75,29
보이면뒤져요,Bronze 2,URF,LOSS,Caitlyn,support,3,12,6,32,0.75,32
보이면뒤져요,Bronze 2,URF,LOSS,Vayne,mid,6,10,5,46,1.1,46
보이면뒤져요,Bronze 2,URF,LOSS,Jax,top,3,15,4,23,0.47,23
보이면뒤져요,Bronze 2,URF,LOSS,Darius,support,4,14,4,24,0.57,24
보이면뒤져요,Bronze 2,URF,WIN,Udyr,mid,11,8,11,47,2.75,47
보이면뒤져요,Bronze 2,URF,LOSS,Rammus,top,3,9,5,42,0.89,42
보이면뒤져요,Bronze 2,솔로랭크,LOSS,Graves,jungle,2,13,2,31,0.31,31
보이면뒤져요,Bronze 2,솔로랭크,LOSS,Graves,jungle,4,8,3,30,0.88,30
보이면뒤져요,Bronze 2,솔로랭크,LOSS,Graves,jungle,1,5,1,25,0.4,25
보이면뒤져요,Bronze 2,솔로랭크,LOSS,Brand,support,1,10,1,22,0.2,22
보이면뒤져요,Bronze 2,솔로랭크,LOSS,Brand,support,0,6,2,33,0.33,33
보이면뒤져요,Bronze 2,솔로랭크,WIN,Brand,support,6,14,16,42,1.57,42
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,WIN,Zed,mid,17,8,9,51,3.25,51
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,LOSS,Qiyana,mid,5,8,2,39,0.88,39
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,WIN,Ahri,mid,7,10,11,43,1.8,43
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,WIN,Ahri,mid,11,1,6,44,7.0,44
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,LOSS,Blitzcrank,support,0,6,7,44,1.17,44
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,LOSS,Yasuo,mid,10,6,3,36,2.17,36
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,LOSS,Zed,mid,3,5,1,50,0.8,50
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,LOSS,Zed,mid,5,8,3,47,1.0,47
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,WIN,Vex,mid,7,6,8,38,2.5,38
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,WIN,Irelia,top,6,8,10,46,2.0,46
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,WIN,Akali,mid,10,8,2,30,1.5,30
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,LOSS,Akali,top,7,9,3,48,1.11,48
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,WIN,Riven,top,20,8,10,57,3.75,57
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,WIN,Akali,top,10,7,11,39,3.0,39
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,LOSS,AurelionSol,mid,4,7,7,58,1.57,58
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,LOSS,Yasuo,mid,21,9,3,67,2.67,67
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,WIN,Katarina,mid,10,6,8,55,3.0,55
피카츄라이츄꼬부기야도란,Gold 4,URF,WIN,Irelia,mid,12,12,7,40,1.58,40
피카츄라이츄꼬부기야도란,Gold 4,자유랭크,LOSS,Irelia,mid,8,5,0,44,1.6,44
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,WIN,Vex,mid,9,4,8,37,4.25,37
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,LOSS,Kalista,adc,8,8,8,59,2.0,59
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,LOSS,Akali,mid,9,6,2,44,1.83,44
피카츄라이츄꼬부기야도란,Gold 4,솔로랭크,WIN,Akali,mid,16,9,10,49,2.89,49
트롤아님안함,Platinum 2,솔로랭크,LOSS,Ekko,jungle,4,7,5,75,1.29,75
트롤아님안함,Platinum 2,솔로랭크,WIN,Ekko,jungle,7,2,6,76,6.5,76
트롤아님안함,Platinum 2,솔로랭크,LOSS,Zed,mid,3,5,3,43,1.2,43
트롤아님안함,Platinum 2,솔로랭크,WIN,Viego,jungle,3,0,0,38,3.0,38
트롤아님안함,Platinum 2,솔로랭크,WIN,Kayn,jungle,17,4,9,68,6.5,68
트롤아님안함,Platinum 2,솔로랭크,WIN,Kayn,jungle,12,2,14,74,3.0,74
트롤아님안함,Platinum 2,솔로랭크,WIN,Khazix,jungle,24,6,5,64,4.83,64
트롤아님안함,Platinum 2,솔로랭크,WIN,Nidalee,jungle,14,3,12,79,8.67,79
트롤아님안함,Platinum 2,솔로랭크,LOSS,Evelynn,jungle,2,3,8,26,3.33,26
트롤아님안함,Platinum 2,솔로랭크,WIN,Evelynn,jungle,9,1,3,63,2.0,63
트롤아님안함,Platinum 2,솔로랭크,LOSS,Evelynn,jungle,1,1,0,25,1.0,25
트롤아님안함,Platinum 2,솔로랭크,WIN,Evelynn,jungle,12,1,8,65,0.0,65
트롤아님안함,Platinum 2,솔로랭크,LOSS,Evelynn,jungle,1,1,2,75,3.0,75
트롤아님안함,Platinum 2,솔로랭크,WIN,Evelynn,jungle,21,7,11,62,4.57,62
트롤아님안함,Platinum 2,솔로랭크,LOSS,Evelynn,jungle,14,7,6,45,2.86,45
트롤아님안함,Platinum 2,솔로랭크,LOSS,Evelynn,jungle,17,8,8,68,3.13,68
트롤아님안함,Platinum 2,솔로랭크,WIN,Evelynn,jungle,16,5,9,60,5.0,60
트롤아님안함,Platinum 2,솔로랭크,WIN,Evelynn,jungle,25,0,7,80,2.0,80
트롤아님안함,Platinum 2,솔로랭크,WIN,Evelynn,jungle,11,2,9,61,0.0,61
트롤아님안함,Platinum 2,솔로랭크,WIN,Soraka,support,4,6,24,68,4.67,68
트롤아님안함,Platinum 2,솔로랭크,WIN,Warwick,jungle,13,0,5,78,8.0,78
트롤아님안함,Platinum 2,솔로랭크,LOSS,Corki,mid,8,10,1,53,0.9,53
트롤아님안함,Platinum 2,솔로랭크,LOSS,Corki,mid,10,9,5,79,1.67,79
트롤아님안함,Platinum 2,솔로랭크,LOSS,Kassadin,mid,17,10,6,82,2.3,82
트롤아님안함,Platinum 2,솔로랭크,WIN,Kayle,mid,14,9,5,56,2.11,56
트롤아님안함,Platinum 2,솔로랭크,WIN,Katarina,mid,7,4,6,52,3.25,52
트롤아님안함,Platinum 2,솔로랭크,LOSS,Vayne,adc,6,7,3,50,1.29,50
트롤아님안함,Platinum 2,솔로랭크,WIN,Vayne,adc,19,4,6,71,6.25,71
트롤아님안함,Platinum 2,솔로랭크,LOSS,Vayne,adc,10,8,13,66,2.88,66
트롤아님안함,Platinum 2,솔로랭크,LOSS,Viego,jungle,13,11,8,46,1.91,46
난 조선제일검,Silver 1,솔로랭크,LOSS,Yasuo,mid,5,6,4,50,1.5,50
난 조선제일검,Silver 1,솔로랭크,LOSS,Yasuo,mid,7,10,1,53,0.8,53
난 조선제일검,Silver 1,솔로랭크,WIN,Yasuo,mid,11,11,8,51,1.73,51
난 조선제일검,Silver 1,솔로랭크,LOSS,Yasuo,mid,17,9,6,53,2.56,53
난 조선제일검,Silver 1,솔로랭크,WIN,Yasuo,mid,3,4,4,28,1.75,28
난 조선제일검,Silver 1,솔로랭크,WIN,Yasuo,adc,13,8,8,62,2.63,62
난 조선제일검,Silver 1,솔로랭크,WIN,Yasuo,mid,13,11,10,61,2.09,61
난 조선제일검,Silver 1,솔로랭크,LOSS,Yasuo,mid,7,12,2,39,0.75,39
난 조선제일검,Silver 1,솔로랭크,WIN,Kalista,mid,13,5,5,67,3.6,67
난 조선제일검,Silver 1,솔로랭크,LOSS,Kalista,top,5,5,2,50,1.4,50
난 조선제일검,Silver 1,솔로랭크,WIN,Yasuo,mid,8,3,2,42,3.33,42
난 조선제일검,Silver 1,솔로랭크,LOSS,Lucian,jungle,12,11,6,62,1.64,62
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Tryndamere,top,3,5,0,20,0.6,20
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,TahmKench,top,1,2,0,11,0.5,11
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Ezreal,adc,5,3,1,46,2.0,46
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Ezreal,adc,9,1,11,56,0.0,56
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Malphite,mid,4,11,7,37,1.0,37
이아이디팀운개꿀,Silver 3,솔로랭크,WIN,Malphite,mid,13,9,18,53,3.44,53
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,TahmKench,top,9,4,0,75,2.25,75
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Ezreal,adc,5,4,2,64,1.75,64
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Garen,top,1,5,3,29,0.8,29
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Tryndamere,top,7,5,6,48,2.6,48
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Nasus,top,2,7,3,50,0.71,50
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Darius,top,7,9,5,41,1.33,41
이아이디팀운개꿀,Silver 3,솔로랭크,WIN,Nasus,top,9,9,5,38,1.56,38
이아이디팀운개꿀,Silver 3,솔로랭크,WIN,Tryndamere,top,12,2,11,53,1.5,53
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Garen,top,4,3,1,26,1.67,26
이아이디팀운개꿀,Silver 3,솔로랭크,WIN,Tryndamere,top,4,1,2,33,6.0,33
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Darius,top,8,10,8,53,1.6,53
이아이디팀운개꿀,Silver 3,솔로랭크,WIN,Garen,top,7,0,1,28,8.0,28
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,TahmKench,top,3,4,1,21,1.0,21
이아이디팀운개꿀,Silver 3,솔로랭크,WIN,TahmKench,support,7,5,15,50,4.4,50
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Nasus,top,3,2,4,37,3.5,37
이아이디팀운개꿀,Silver 3,솔로랭크,WIN,Sett,top,6,9,14,45,2.22,45
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,TahmKench,top,1,9,5,30,0.67,30
이아이디팀운개꿀,Silver 3,솔로랭크,WIN,Sett,top,8,7,8,34,2.29,34
이아이디팀운개꿀,Silver 3,솔로랭크,WIN,Sett,top,9,6,8,50,2.83,50
이아이디팀운개꿀,Silver 3,솔로랭크,WIN,Tryndamere,top,10,1,7,49,7.0,49
이아이디팀운개꿀,Silver 3,솔로랭크,WIN,TahmKench,top,5,3,7,32,4.0,32
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Nasus,top,2,3,1,23,1.0,23
이아이디팀운개꿀,Silver 3,솔로랭크,WIN,Tryndamere,top,1,0,3,11,4.0,11
이아이디팀운개꿀,Silver 3,솔로랭크,LOSS,Trundle,top,2,3,1,27,1.0,27
4Cushion,Unranked,일반,LOSS,Shaco,jungle,12,7,9,46,3.0,46
4Cushion,Unranked,일반,LOSS,Shaco,jungle,4,11,7,48,1.0,48
4Cushion,Unranked,일반,LOSS,Illaoi,top,1,4,1,10,0.5,10
4Cushion,Unranked,칼바람,LOSS,Pantheon,mid,9,12,16,54,2.08,54
4Cushion,Unranked,칼바람,LOSS,Twitch,mid,9,8,23,64,4.0,64
4Cushion,Unranked,일반,LOSS,Shaco,jungle,5,2,1,67,3.0,67
4Cushion,Unranked,일반,LOSS,Shaco,jungle,4,9,7,41,1.22,41
4Cushion,Unranked,일반,WIN,Shaco,top,0,2,4,20,2.0,20
4Cushion,Unranked,칼바람,WIN,Pantheon,top,12,10,24,55,3.6,55
4Cushion,Unranked,칼바람,WIN,Brand,support,12,9,37,78,5.44,78
4Cushion,Unranked,솔로랭크,LOSS,Shaco,jungle,7,7,7,45,2.0,45
4Cushion,Unranked,솔로랭크,LOSS,Malphite,jungle,1,2,4,38,2.5,38
4Cushion,Unranked,솔로랭크,LOSS,Shaco,jungle,3,6,2,22,0.83,22
4Cushion,Unranked,솔로랭크,LOSS,Shaco,jungle,4,8,5,56,1.13,56
4Cushion,Unranked,솔로랭크,WIN,Shaco,jungle,9,7,13,52,3.14,52
4Cushion,Unranked,솔로랭크,LOSS,Pantheon,jungle,8,7,1,50,1.29,50
4Cushion,Unranked,솔로랭크,WIN,Gragas,jungle,7,4,14,46,5.25,46
4Cushion,Unranked,솔로랭크,WIN,Shaco,jungle,4,3,7,34,3.67,34
4Cushion,Unranked,솔로랭크,WIN,Shaco,jungle,5,4,12,53,4.25,53
4Cushion,Unranked,솔로랭크,LOSS,Shaco,jungle,11,8,7,62,2.25,62
4Cushion,Unranked,솔로랭크,LOSS,Shaco,jungle,9,8,4,37,1.63,37
4Cushion,Unranked,솔로랭크,LOSS,Shaco,jungle,10,9,4,58,1.56,58
4Cushion,Unranked,솔로랭크,WIN,Shaco,jungle,2,1,5,23,7.0,23
4Cushion,Unranked,솔로랭크,WIN,Shaco,jungle,6,5,3,29,1.8,29
4Cushion,Unranked,솔로랭크,WIN,Shaco,jungle,12,2,8,45,0.0,45
4Cushion,Unranked,솔로랭크,LOSS,Malphite,jungle,2,3,1,30,1.0,30
4Cushion,Unranked,일반,WIN,Malphite,top,2,1,5,19,7.0,19
4Cushion,Unranked,칼바람,WIN,Jayce,jungle,8,7,31,75,5.57,75
4Cushion,Unranked,칼바람,WIN,Shaco,support,22,12,13,59,2.92,59
4Cushion,Unranked,칼바람,LOSS,Zyra,jungle,1,3,9,53,3.33,53
Einstein의야스오,Bronze 1,솔로랭크,WIN,Yone,mid,3,2,14,50,8.5,50
Einstein의야스오,Bronze 1,솔로랭크,LOSS,Lucian,mid,1,5,5,50,1.2,50
Einstein의야스오,Bronze 1,솔로랭크,LOSS,Yasuo,mid,1,11,0,9,0.09,9
Einstein의야스오,Bronze 1,솔로랭크,WIN,Yone,top,8,4,4,30,3.0,30
Einstein의야스오,Bronze 1,솔로랭크,LOSS,Yone,mid,6,4,1,50,1.75,50
Einstein의야스오,Bronze 1,솔로랭크,WIN,Yasuo,mid,4,5,1,20,1.0,20
Einstein의야스오,Bronze 1,솔로랭크,LOSS,Yone,mid,6,5,4,21,2.0,21
Einstein의야스오,Bronze 1,솔로랭크,LOSS,Akali,top,0,4,2,7,0.5,7
Einstein의야스오,Bronze 1,솔로랭크,WIN,Yone,mid,20,3,12,53,0.67,53
Einstein의야스오,Bronze 1,솔로랭크,LOSS,Yone,top,0,3,0,0,0.0,0
Einstein의야스오,Bronze 1,솔로랭크,WIN,Yone,mid,9,3,8,44,5.67,44
Einstein의야스오,Bronze 1,솔로랭크,WIN,Yasuo,mid,10,8,8,46,2.25,46
Einstein의야스오,Bronze 1,솔로랭크,WIN,Yone,top,8,2,4,29,6.0,29
Einstein의야스오,Bronze 1,칼바람,LOSS,Riven,adc,4,12,11,31,1.25,31
